Next Page Token = CfDJ8OqP5ZkTT9ZGj66XXRbxXyBscvx9rjAT_VEwGeXSfLMYWCN6_F1zxmMyyOIjXmH5ZMkjKbgg21xAOTIUJmrUUChsOA
teamId,teamName,submissionDate,score
15635910,flg,2026-05-07 15:28:44.363000,1650.9
15648364,bowwowforeach,2026-05-09 07:39:30.930000,1650.9
15642431,Ebi,2026-05-07 00:01:06.210000,1631.4
15654628,Isaiah @ Tufa Labs,2026-05-07 22:18:34.280000,1582.1
15635790,Vadasz,2026-05-09 08:25:16.473000,1553.3
15637383,Shun_PI,2026-05-08 15:41:40.386000,1500.6
15638126,sash,2026-05-09 07:10:52.513000,1493.2
15636346,Ousagi,2026-05-09 09:10:53.143000,1491.9
15649172,kovi,2026-05-07 20:55:37.283000,1477.6
15639635,Erfan Eshratifar,2026-05-09 05:23:06.063000,1475.0
15671930,Ezra,2026-05-08 23:50:55.323000,1455.6
15638796,ShunkiKyoya,2026-05-07 05:29:43.016000,1430.6
15633806,lookaside,2026-05-07 17:13:47.290000,1420.0
15634995,HY2017,2026-05-06 22:49:12.473000,1411.8
15647145,Andrew + SalvadorDali,2026-05-08 01:57:30.350000,1398.5
15736670,dnish,2026-05-09 01:19:42.390000,1390.6
15634389,ymg_aq,2026-05-09 06:13:00.420000,1385.3
15736604,赵云龙,2026-05-08 03:59:34.080000,1384.1
15633688,Artem,2026-05-06 06:01:15.456000,1377.1
15751642,jack gell,2026-05-09 06:31:02.110000,1366.5
15768179,Viltrum Empire,2026-05-09 09:23:29.510000,1340.1
15634084,klog,2026-05-06 03:24:02.440000,1335.8
15636087,skalermo,2026-05-08 19:28:45.063000,1333.6
15708539,Wenchong Huang,2026-05-09 02:38:54.233000,1327.8
15642124,skuro0315,2026-05-07 16:07:20.116000,1324.4
15736823,Tommy Barnes,2026-05-08 22:15:01.230000,1319.1
15633574,Orbital Occle,2026-04-27 15:38:51.720000,1309.0
15831180,Erik Kvanli,2026-05-09 09:41:06.456000,1295.0
15636683,if_else_wins,2026-05-08 23:31:40.700000,1290.5
15772876,Aidan P5,2026-05-09 09:36:08.126000,1286.6
15634791,Claws,2026-05-09 07:55:43.756000,1284.1
15703789,Klgv Klgv,2026-05-08 18:50:51.683000,1282.5
15633381,Magister,2026-05-09 07:29:29.460000,1275.4
15649441,mtmr_s1,2026-05-07 15:41:42.270000,1274.2
15642031,Son Pham,2026-05-09 00:48:05.540000,1273.6
15671804,ginster,2026-05-09 09:30:43.080000,1270.1
15637607,Naoism,2026-05-05 19:34:32.943000,1254.8
15671546,ush,2026-05-05 13:50:30.830000,1248.6
15646227,ra5anchor,2026-05-06 10:59:03.730000,1247.3
15644512,fgwiebfaoish,2026-04-29 17:36:23.433000,1244.6
15641635,penguin46,2026-05-06 03:13:05.393000,1244.5
15644467,sary sary,2026-05-08 02:08:06.700000,1225.4
15634574,Nandodemo,2026-05-03 15:19:56.666000,1220.1
15644708,Vincent Schuler,2026-05-08 09:44:39.736000,1220.1
15669797,ichiro_9023,2026-05-08 13:19:21.413000,1219.7
15634434,3Comets,2026-05-05 09:05:00.286000,1217.3
15645724,Yunioshi,2026-05-09 02:06:48.196000,1210.6
15654425,typeIIIfairy,2026-05-09 01:12:53.203000,1210.5
15670626,TensorFlower,2026-05-09 06:56:03.216000,1204.6
15634664,glass_256,2026-05-01 16:18:08.536000,1197.5
15650205,burgundy,2026-05-09 06:14:34.110000,1195.0
15733507,Boey,2026-05-05 11:22:01.416000,1193.0
15665575,Slawek Biel,2026-05-09 05:39:20.173000,1190.6
15658630,siman,2026-05-08 03:00:52.306000,1190.0
15634218,c-number,2026-04-28 03:19:06.176000,1188.5
15644679,Forrest,2026-05-09 05:28:54.240000,1182.2
15708470,monnu,2026-05-09 07:55:35.296000,1171.6
15663258,K_ChanHo,2026-04-25 14:46:58.760000,1171.5
15634758,Mille Initiate,2026-04-30 04:03:58.563000,1171.3
15685584,Caiden Matthews,2026-05-07 17:32:50.610000,1167.8
15660477,Hober Malloc,2026-05-08 17:46:25.733000,1167.7
15638274,istinetz,2026-05-01 06:01:11.190000,1164.1
15671063,Leszek Góra,2026-05-09 09:42:48.203000,1160.5
15633447,aDg4b,2026-05-01 16:31:15.166000,1158.7
15650340,Qixiu,2026-04-24 05:10:38.906000,1153.5
15634383,Himeno,2026-05-08 12:24:37.400000,1146.4
15659385,shilehaoduomingzile,2026-05-08 10:56:21.993000,1143.5
15658026,arcobi,2026-04-25 15:46:58.543000,1143.3
15743609,bomac1,2026-05-07 19:07:03.566000,1142.5
15657173,HassenHamdi Winning InchaAllah,2026-04-28 18:32:51.810000,1141.5
15643331,ktr,2026-05-04 07:26:21.190000,1137.4
15637792,gasin,2026-04-20 13:47:04.010000,1132.6
15654920,linrock,2026-05-07 16:27:51.140000,1128.4
15829268,Stepwise,2026-05-09 09:03:14.326000,1127.2
15637591,🛰️ Low-Orbit Losers,2026-05-08 08:51:25.020000,1126.3
15677187,keyrox,2026-05-06 22:38:18.086000,1126.2
15636360,Roy Wei,2026-05-06 03:58:01.793000,1125.8
15688518,Ethan Tang,2026-05-09 02:03:29.450000,1124.9
15654879,NealDarkDarkDark,2026-05-08 10:40:20.830000,1117.8
15638581,Quoc Tran Anh Le,2026-05-02 03:24:28.363000,1117.3
15665592,apat1n,2026-05-04 07:49:16.020000,1117.1
15634093,SonOfNike,2026-05-04 14:29:33.506000,1115.6
15637090,Kha Vo,2026-05-09 06:39:44.563000,1115.1
15651246,Rasmus Larsen,2026-04-30 13:38:35.140000,1113.7
15637428,寿!,2026-05-07 09:41:51.333000,1113.5
15704750,COSMIC,2026-05-09 02:07:05.260000,1112.5
15800616,Takuya Inoue,2026-05-07 22:38:19.973000,1112.1
15645152,Dapp,2026-04-29 21:26:18.143000,1110.5
15643453,ohkawa3,2026-05-06 12:52:58.156000,1105.0
15694267,DustyRusty,2026-05-08 08:11:39.316000,1104.7
15843274,Scotty B,2026-05-09 06:05:17.276000,1102.0
15692729,vkhydras,2026-05-05 19:31:12.756000,1101.0
15639040,frizzerdk,2026-05-03 21:54:25.176000,1097.2
15885796,mrmvrey,2026-05-08 15:33:20.033000,1096.4
15820552,Jack,2026-05-07 12:31:02.140000,1096.4
15658566,Hung Nguyen,2026-05-06 15:15:31.340000,1094.8
15653847,Xiangyu Liu,2026-05-07 21:19:15.770000,1094.7
15642902,Álvaro,2026-05-09 09:47:16.833000,1094.1
15651544,kei-sho,2026-05-09 01:49:23.906000,1093.6
15718789,simmons1025,2026-05-09 09:55:56.953000,1090.6
15652957,Ascalon,2026-05-04 21:29:20.933000,1089.1
15644292,Ha Quang Minh,2026-05-02 14:20:23.173000,1087.2
15650087,lolzpo,2026-05-09 03:45:13.956000,1086.5
15651656,耶✌,2026-05-09 06:34:52.623000,1086.3
15645361,YUYUTA,2026-04-28 15:41:18.100000,1085.4
15753526,nesya,2026-05-08 12:22:20.430000,1084.4
15641178,lucasdeoferreira,2026-05-09 03:39:44.986000,1083.7
15651486,saihyou,2026-05-06 13:03:42.220000,1082.4
15797030,Alexander Gremyakov,2026-05-08 05:49:23.706000,1079.8
15662799,Yiheng (Ethan) Cai,2026-04-23 17:42:32.070000,1079.5
15822979,koh,2026-05-07 16:12:17.386000,1076.3
15644315,Komil Parmar,2026-05-09 05:49:18.476000,1073.7
15676897,Theo Le Gall,2026-05-01 08:19:44.620000,1072.3
15670705,MartinZiserman,2026-05-07 07:57:28.250000,1070.8
15634727,mmath2,2026-05-09 05:43:57.686000,1069.7
15734988,Sukjae Cho,2026-05-08 17:45:31.120000,1069.2
15665256,Alvin,2026-04-30 04:32:45.280000,1069.1
15756533,Jun Peng #2,2026-05-04 16:39:42.196000,1068.6
15635004,Joe Bishop,2026-05-02 00:31:55.416000,1067.3
15652069,Oskar Seweryn,2026-04-24 04:44:48.010000,1067.2
15636724,c0sm1c,2026-05-05 11:20:58.853000,1062.4
15634947,Thinker,2026-04-30 14:47:00.970000,1062.0
15719329,OlivierS,2026-05-09 08:08:54.936000,1060.9
15724548,Anh Phát Tô,2026-05-08 09:25:27.270000,1060.3
15641139,Kronki,2026-05-08 12:08:40.050000,1057.5
15634841,senkin13,2026-05-09 07:33:48.303000,1055.1
15730647,Alexey Yurasov,2026-05-09 08:17:57.070000,1053.7
15637860,JeremyH43,2026-05-05 15:33:54.136000,1053.4
15642265,Hossein,2026-05-01 18:50:27.660000,1052.3
15839336,NANACHI,2026-05-07 15:49:28.750000,1052.1
15651013,Akimichi,2026-04-29 10:43:29.143000,1051.4
15750816,Gilwonka,2026-05-07 17:12:00.096000,1048.4
15637435,0STG0T,2026-05-09 06:51:44.820000,1047.9
15727574,Avas Gaire,2026-05-08 10:23:56.616000,1047.2
15650052,breso,2026-05-05 08:58:13.490000,1046.4
15634855,Zacchaeus,2026-05-08 06:46:49.326000,1045.1
15759713,Druzhin Timofei,2026-05-07 03:27:20.306000,1043.5
15709872,DONJYARAHOI,2026-05-09 09:14:55.310000,1042.0
15637533,wala,2026-05-08 22:33:51.333000,1040.7
15703677,Oleh Patsan,2026-05-09 03:10:34.840000,1039.6
15788445,Nakanishi,2026-05-09 07:19:22.630000,1037.4
15678763,Mooegi,2026-05-08 06:19:14.413000,1036.1
15651159,yuto083,2026-05-09 03:32:20.576000,1035.9
15874153,tyuyoshi,2026-05-09 02:10:46.430000,1034.7
15671286,Meetbels (Eric Wu),2026-04-28 16:14:15.983000,1034.1
15787394,bndoss,2026-05-08 04:23:55.080000,1033.8
15673145,Sean Jones,2026-05-06 03:03:36.670000,1032.5
15809052,Cameron Magari,2026-05-02 22:05:54.723000,1031.4
15663577,thiendangnn63,2026-04-28 23:23:27.080000,1030.8
15658619,SamaReddy94,2026-05-08 15:12:26.946000,1030.4
15645196,Aatif Fraz,2026-05-04 23:26:13.440000,1029.5
15641591,montplusa,2026-05-09 07:04:05.046000,1027.0
15649802,Maruichi01,2026-05-07 03:45:53.990000,1025.9
15639083,OrbitalDominator 🚀,2026-05-08 00:02:23.263000,1025.4
15719773,[Deleted] 99262de5-02e8-402e-bb87-1cb3f2e93528,2026-04-29 06:11:13.710000,1024.6
15637588,mogura2.0,2026-05-09 00:00:15.090000,1024.1
15740653,Bryan Gregory,2026-05-08 22:11:37.266000,1023.6
15885678,GluePickel,2026-05-09 07:38:43.390000,1020.7
15778392,tomo0608,2026-05-09 09:21:55.110000,1020.6
15663115,Galactic Pirate Krewe,2026-04-22 20:34:31.803000,1020.3
15644323,hanwudi,2026-05-06 07:03:23.040000,1019.7
15647855,Thomas,2026-05-06 20:58:25.690000,1019.6
15662816,24601,2026-05-03 22:21:16.026000,1019.6
15641425,Santiago Maniches,2026-05-08 01:58:36.543000,1019.1
15664022,Bangrocket,2026-05-09 05:36:44.456000,1017.1
15832610,Keanan,2026-05-08 21:31:48.880000,1017.1
15642898,amoshyc,2026-05-01 15:43:16.983000,1017.0
15805158,Rudra9439,2026-05-06 05:19:31.626000,1016.6
15729388,Lucas Boesen,2026-05-08 13:05:24.960000,1015.0
15706867,Amin Ebrahimzadeh,2026-05-08 15:25:50.440000,1014.8
15893499,cmmc27,2026-05-09 08:14:48.223000,1014.4
15718907,takumina,2026-05-09 09:41:20.820000,1013.4
15717471,unosss,2026-05-05 18:19:45.956000,1012.8
15636655,Shamil Yagiyayev,2026-05-06 19:46:12.233000,1012.5
15661874,Sliver Legion,2026-05-07 02:19:30.656000,1008.4
15663469,KaizaburoChubachi,2026-04-26 07:15:31.666000,1008.2
15685648,nejineji,2026-04-29 03:31:31.826000,1007.5
15720119,nor,2026-05-08 12:10:29.486000,1005.6
15732319,Lookwhat,2026-05-08 04:23:18.930000,1003.0
15657228,SKYisSKYisSKY,2026-04-29 09:54:41.446000,1002.3
15666505,Pedro FG Soares,2026-05-08 08:30:17.060000,1001.6
15752595,Jin Niu,2026-05-09 04:18:04.136000,1000.9
15655207,Seungmin Ha,2026-05-06 02:02:12.443000,1000.3
15784431,Anirudh K,2026-05-09 00:05:59.183000,999.2
15664575,NewTechMitch,2026-05-09 05:07:51.880000,998.3
15689584,claudex,2026-05-05 10:11:14.053000,998.3
15657398,Simon Rüba,2026-05-07 18:15:26.666000,997.9
15663027,dekaineko,2026-05-05 13:25:24.496000,997.4
15632761,AlphaOrbit [prize ineligible],2026-04-20 02:16:33.416000,995.9
15718979,Mykola Nelin,2026-05-05 09:19:28.263000,995.3
15742359,Максим Опілат,2026-04-27 14:48:34.243000,995.1
15700727,T. Sri Vallabh,2026-04-27 16:12:30.353000,994.9
15775764,Om Chimurkar,2026-05-09 09:13:37.100000,992.9
15662435,Maximiliano,2026-05-07 10:13:56.623000,992.5
15810544,marc2825,2026-05-02 04:33:58.420000,992.3
15674726,Troups,2026-05-02 21:03:06.846000,991.5
15832904,motono0223,2026-05-08 10:25:17.093000,991.4
15843339,Matt Hods,2026-05-08 04:53:30.446000,991.3
15660206,Illimar Kirss,2026-05-08 11:34:01.233000,990.7
15637503,ksew364,2026-05-07 17:55:29.083000,987.7
